GeneSymbol	GeneID	DiseaseName	DiseaseID	DirectEvidence	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
ZFAND2B	130617	Muscular Atrophy	MESH:D009133		Cisplatin	12.27		24823295
ZFAND2B	130617	Muscular Atrophy	MESH:D009133		Clofibrate	12.27		6511338
ZFAND2B	130617	Muscular Atrophy	MESH:D009133		Dietary Fats	12.27		25614714
ZFAND3	60685	Muscular Atrophy	MESH:D009133		Cisplatin	2.70		24823295
ZFAND5	7763	Muscular Atrophy	MESH:D009133		Clofibrate	14.74		6511338
ZFAND5	7763	Muscular Atrophy	MESH:D009133		Dietary Fats	14.74		25614714
ZFAND5	7763	Muscular Atrophy	MESH:D009133		resveratrol	14.74		20861279|21715682|24534773
ZFAND5	7763	Muscular Atrophy	MESH:D009133		Vitamin E	14.74		572510
ZFAND5A	406312	Muscular Atrophy	MESH:D009133		Amiodarone	8.50		90132
ZFAND5A	406312	Muscular Atrophy	MESH:D009133		Tetracycline	8.50		6213862
ZFAND5B	393923	Muscular Atrophy	MESH:D009133		Amiodarone	9.24		90132
ZFAND5B	393923	Muscular Atrophy	MESH:D009133		Tetracycline	9.24		6213862
ZFAND6	54469	Muscular Atrophy	MESH:D009133		Clofibrate	6.80		6511338
ZFAND6	54469	Muscular Atrophy	MESH:D009133		Dietary Fats	6.80		25614714
ZFAS1	441951	Muscular Atrophy	MESH:D009133		Cisplatin	7.29		24823295
ZFAS1	441951	Muscular Atrophy	MESH:D009133		Vincristine	7.29		4290103|4294312|4314181|5813374
ZFAT	57623	Muscular Atrophy	MESH:D009133		Cisplatin	2.84		24823295
ZFAT-AS1	594840	Muscular Atrophy	MESH:D009133		Cisplatin	3.85		24823295
ZFHX2	85446	Muscular Atrophy	MESH:D009133		Cocaine	8.35		15204026
ZFHX2	85446	Muscular Atrophy	MESH:D009133		Dietary Fats	8.35		25614714
ZFHX3	463	Muscular Atrophy	MESH:D009133		Cisplatin	10.14		24823295
ZFHX3	463	Muscular Atrophy	MESH:D009133		Dietary Fats	10.14		25614714
ZFHX3	463	Muscular Atrophy	MESH:D009133		Quercetin	10.14		25614714
ZFHX4	79776	Muscular Atrophy	MESH:D009133		Cisplatin	10.10		24823295
ZFHX4	79776	Muscular Atrophy	MESH:D009133		Dietary Fats	10.10		25614714
ZFHX4	79776	Muscular Atrophy	MESH:D009133		Melphalan	10.10		7802575
ZFP11	22648	Muscular Atrophy	MESH:D009133		Dietary Fats	3.39		25614714
ZFP125	22651	Muscular Atrophy	MESH:D009133		Nicotine	4.08		18694773
ZFP14	57677	Muscular Atrophy	MESH:D009133		Cisplatin	2.86		24823295
ZFP148	22661	Muscular Atrophy	MESH:D009133		resveratrol	3.04		20861279|21715682|24534773
ZFP161	282825	Muscular Atrophy	MESH:D009133		Vincristine	4.01		4290103|4294312|4314181|5813374
ZFP169	67911	Muscular Atrophy	MESH:D009133		2,5-hexanedione	11.22		225920
ZFP169	67911	Muscular Atrophy	MESH:D009133		Dietary Fats	11.22		25614714
ZFP180	210135	Muscular Atrophy	MESH:D009133		Dietary Fats	3.35		25614714
ZFP185	22673	Muscular Atrophy	MESH:D009133		Testosterone	3.40		18436443|21094144|21931329
ZFP2	80108	Muscular Atrophy	MESH:D009133		Clofibrate	3.26		6511338
ZFP207	22680	Muscular Atrophy	MESH:D009133		Cocaine	11.70		15204026
ZFP207	22680	Muscular Atrophy	MESH:D009133		Dietary Fats	11.70		25614714
ZFP207	22680	Muscular Atrophy	MESH:D009133		resveratrol	11.70		20861279|21715682|24534773
ZFP275	27081	Muscular Atrophy	MESH:D009133		Testosterone	3.60		18436443|21094144|21931329
ZFP276	57247	Muscular Atrophy	MESH:D009133		Clofibrate	3.36		6511338
ZFP28	140612	Muscular Atrophy	MESH:D009133		Cisplatin	3.08		24823295
ZFP280B	64453	Muscular Atrophy	MESH:D009133		Dietary Fats	3.19		25614714
ZFP280C	208968	Muscular Atrophy	MESH:D009133		Dietary Fats	3.39		25614714
ZFP280D	235469	Muscular Atrophy	MESH:D009133		Dietary Fats	3.03		25614714
ZFP281	226442	Muscular Atrophy	MESH:D009133		Dexamethasone	3.52		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ZFP292	30046	Muscular Atrophy	MESH:D009133		Clofibrate	7.73		6511338
ZFP292	30046	Muscular Atrophy	MESH:D009133		Dietary Fats	7.73		25614714
ZFP30	22835	Muscular Atrophy	MESH:D009133		Cisplatin	8.16		24823295
ZFP30	22835	Muscular Atrophy	MESH:D009133		Nicotine	8.16		18694773
ZFP313	100136254	Muscular Atrophy	MESH:D009133		Dietary Fats	3.85		25614714
ZFP322A	218100	Muscular Atrophy	MESH:D009133		Testosterone	3.35		18436443|21094144|21931329
ZFP335	329559	Muscular Atrophy	MESH:D009133		Dietary Fats	3.30		25614714
ZFP354A	21408	Muscular Atrophy	MESH:D009133		resveratrol	2.82		20861279|21715682|24534773
ZFP36	7538	Muscular Atrophy	MESH:D009133		Amiodarone	38.70		90132
ZFP36	7538	Muscular Atrophy	MESH:D009133		Cisplatin	38.70		24823295
ZFP36	7538	Muscular Atrophy	MESH:D009133		Dexamethasone	38.70		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ZFP36	7538	Muscular Atrophy	MESH:D009133		Dietary Fats	38.70		25614714
ZFP36	7538	Muscular Atrophy	MESH:D009133		Hydrocortisone	38.70		4441321|8491306
ZFP36	7538	Muscular Atrophy	MESH:D009133		Mifepristone	38.70		12721153|2424746
ZFP36	7538	Muscular Atrophy	MESH:D009133		Nicotine	38.70		18694773
ZFP36	7538	Muscular Atrophy	MESH:D009133		Quercetin	38.70		25614714
ZFP36	7538	Muscular Atrophy	MESH:D009133		resveratrol	38.70		20861279|21715682|24534773
ZFP36	7538	Muscular Atrophy	MESH:D009133		Testosterone	38.70		18436443|21094144|21931329
ZFP36	7538	Muscular Atrophy	MESH:D009133		Vitamin E	38.70		572510
ZFP365	216049	Muscular Atrophy	MESH:D009133		Cisplatin	2.99		24823295
ZFP366	238803	Muscular Atrophy	MESH:D009133		Dietary Fats	3.44		25614714
ZFP36L1	677	Muscular Atrophy	MESH:D009133		Cisplatin	12.50		24823295
ZFP36L1	677	Muscular Atrophy	MESH:D009133		Colchicine	12.50		8234983
ZFP36L1	677	Muscular Atrophy	MESH:D009133		Dexamethasone	12.50		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ZFP36L1	677	Muscular Atrophy	MESH:D009133		Quercetin	12.50		25614714
ZFP36L2	678	Muscular Atrophy	MESH:D009133		Cisplatin	13.48		24823295
ZFP36L2	678	Muscular Atrophy	MESH:D009133		Clofibrate	13.48		6511338
ZFP36L2	678	Muscular Atrophy	MESH:D009133		Dexamethasone	13.48		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ZFP36L2	678	Muscular Atrophy	MESH:D009133		irinotecan	13.48		19401694
ZFP36L3	333473	Muscular Atrophy	MESH:D009133		Dietary Fats	3.35		25614714
ZFP37	7539	Muscular Atrophy	MESH:D009133		Cisplatin	11.03		24823295
ZFP37	7539	Muscular Atrophy	MESH:D009133		Dietary Fats	11.03		25614714
ZFP37	7539	Muscular Atrophy	MESH:D009133		Quercetin	11.03		25614714
ZFP382	233060	Muscular Atrophy	MESH:D009133		Testosterone	3.87		18436443|21094144|21931329
ZFP385B	241494	Muscular Atrophy	MESH:D009133		Dietary Fats	3.10		25614714
ZFP39	22698	Muscular Atrophy	MESH:D009133		Testosterone	3.87		18436443|21094144|21931329
ZFP395	380912	Muscular Atrophy	MESH:D009133		Dietary Fats	3.08		25614714
ZFP407	240476	Muscular Atrophy	MESH:D009133		2,5-hexanedione	5.15		225920
ZFP41	286128	Muscular Atrophy	MESH:D009133		Quercetin	3.20		25614714
ZFP414	328801	Muscular Atrophy	MESH:D009133		Clofibrate	3.62		6511338
ZFP42	132625	Muscular Atrophy	MESH:D009133		Nicotine	8.03		18694773
ZFP42	132625	Muscular Atrophy	MESH:D009133		Tubocurarine	8.03		3943663
ZFP423	94187	Muscular Atrophy	MESH:D009133		Dietary Fats	2.85		25614714
ZFP444	72667	Muscular Atrophy	MESH:D009133		Clofibrate	3.36		6511338
ZFP459	328274	Muscular Atrophy	MESH:D009133		Dexamethasone	13.57		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ZFP459	328274	Muscular Atrophy	MESH:D009133		Dietary Fats	13.57		25614714
ZFP459	328274	Muscular Atrophy	MESH:D009133		Prednisolone	13.57		10910842|2425813|4502228|7363988|8226480
ZFP46	22704	Muscular Atrophy	MESH:D009133		Dietary Fats	3.23		25614714
ZFP473	243963	Muscular Atrophy	MESH:D009133		Dietary Fats	3.35		25614714
ZFP503	218820	Muscular Atrophy	MESH:D009133		Dietary Fats	2.85		25614714
ZFP51	22709	Muscular Atrophy	MESH:D009133		Clofibrate	3.62		6511338
ZFP511	69752	Muscular Atrophy	MESH:D009133		Dietary Fats	3.35		25614714
ZFP516	329003	Muscular Atrophy	MESH:D009133		Dietary Fats	3.65		25614714
ZFP518A	72672	Muscular Atrophy	MESH:D009133		Dietary Fats	3.39		25614714
ZFP52	22710	Muscular Atrophy	MESH:D009133		Dietary Fats	2.98		25614714
ZFP523	224656	Muscular Atrophy	MESH:D009133		Clofibrate	3.46		6511338
ZFP524	66056	Muscular Atrophy	MESH:D009133		Clofibrate	3.68		6511338
ZFP560	434377	Muscular Atrophy	MESH:D009133		Dietary Fats	3.85		25614714
ZFP57	346171	Muscular Atrophy	MESH:D009133		Dietary Fats	3.13		25614714
ZFP579	68490	Muscular Atrophy	MESH:D009133		Dietary Fats	3.57		25614714
ZFP58	238693	Muscular Atrophy	MESH:D009133		Dietary Fats	3.50		25614714
ZFP583	213011	Muscular Atrophy	MESH:D009133		Dietary Fats	4.19		25614714
ZFP593	68040	Muscular Atrophy	MESH:D009133		Clofibrate	3.36		6511338
ZFP597	71063	Muscular Atrophy	MESH:D009133		Dietary Fats	3.50		25614714
ZFP598	213753	Muscular Atrophy	MESH:D009133		Clofibrate	3.62		6511338
ZFP606	67370	Muscular Atrophy	MESH:D009133		Dietary Fats	3.35		25614714
ZFP609	214812	Muscular Atrophy	MESH:D009133		Dietary Fats	3.39		25614714
ZFP62	643836	Muscular Atrophy	MESH:D009133		resveratrol	3.01		20861279|21715682|24534773
ZFP622	52521	Muscular Atrophy	MESH:D009133		Dietary Fats	3.16		25614714
ZFP638	18139	Muscular Atrophy	MESH:D009133		Testosterone	3.22		18436443|21094144|21931329
ZFP64	55734	Muscular Atrophy	MESH:D009133		Cisplatin	2.76		24823295
ZFP646	233905	Muscular Atrophy	MESH:D009133		Dietary Fats	3.30		25614714
ZFP652OS	432396	Muscular Atrophy	MESH:D009133		Dietary Fats	4.54		25614714
ZFP653	319601	Muscular Atrophy	MESH:D009133		Clofibrate	3.62		6511338
ZFP654	72020	Muscular Atrophy	MESH:D009133		Testosterone	3.80		18436443|21094144|21931329
ZFP655	72611	Muscular Atrophy	MESH:D009133		Clofibrate	3.34		6511338
ZFP663	381405	Muscular Atrophy	MESH:D009133		Clofibrate	3.88		6511338
ZFP672	319475	Muscular Atrophy	MESH:D009133		Dietary Fats	3.23		25614714
ZFP68	24135	Muscular Atrophy	MESH:D009133		Clofibrate	3.24		6511338
ZFP688	69234	Muscular Atrophy	MESH:D009133		Testosterone	3.37		18436443|21094144|21931329
ZFP689	71131	Muscular Atrophy	MESH:D009133		Dietary Fats	3.44		25614714
ZFP69	339559	Muscular Atrophy	MESH:D009133		Dietary Fats	10.24		25614714
ZFP69	339559	Muscular Atrophy	MESH:D009133		Quercetin	10.24		25614714
ZFP697	242109	Muscular Atrophy	MESH:D009133		Dietary Fats	3.44		25614714
ZFP69B	65243	Muscular Atrophy	MESH:D009133		Quercetin	3.20		25614714
ZFP703	353310	Muscular Atrophy	MESH:D009133		Clofibrate	8.37		6511338
ZFP703	353310	Muscular Atrophy	MESH:D009133		Dietary Fats	8.37		25614714
ZFP706	68036	Muscular Atrophy	MESH:D009133		Clofibrate	3.46		6511338
ZFP707	69020	Muscular Atrophy	MESH:D009133		Clofibrate	3.42		6511338
ZFP711	245595	Muscular Atrophy	MESH:D009133		Testosterone	3.80		18436443|21094144|21931329
ZFP715	69930	Muscular Atrophy	MESH:D009133		Dietary Fats	3.23		25614714
ZFP740	68744	Muscular Atrophy	MESH:D009133		Dietary Fats	10.25		25614714
ZFP740	68744	Muscular Atrophy	MESH:D009133		resveratrol	10.25		20861279|21715682|24534773
ZFP746	69228	Muscular Atrophy	MESH:D009133		Clofibrate	3.97		6511338
ZFP750	319530	Muscular Atrophy	MESH:D009133		Cisplatin	2.99		24823295
ZFP759	268670	Muscular Atrophy	MESH:D009133		Dietary Fats	4.19		25614714
ZFP771	244216	Muscular Atrophy	MESH:D009133		Clofibrate	3.53		6511338
ZFP775	243372	Muscular Atrophy	MESH:D009133		Dietary Fats	9.08		25614714
ZFP775	243372	Muscular Atrophy	MESH:D009133		Testosterone	9.08		18436443|21094144|21931329
ZFP784	654801	Muscular Atrophy	MESH:D009133		Dietary Fats	3.99		25614714
ZFP791	244556	Muscular Atrophy	MESH:D009133		Dietary Fats	3.65		25614714
ZFP799	240064	Muscular Atrophy	MESH:D009133		Clofibrate	3.62		6511338
ZFP850	100043772	Muscular Atrophy	MESH:D009133		Dietary Fats	4.19		25614714
ZFP874B	408067	Muscular Atrophy	MESH:D009133		Dietary Fats	3.30		25614714
ZFP9	22750	Muscular Atrophy	MESH:D009133		Dietary Fats	3.00		25614714
ZFP90	146198	Muscular Atrophy	MESH:D009133		Cisplatin	2.64		24823295
ZFP91	80829	Muscular Atrophy	MESH:D009133		resveratrol	2.87		20861279|21715682|24534773
ZFP91-CNTF	386607	Muscular Atrophy	MESH:D009133		Cisplatin	4.05		24823295
ZFP92	139735	Muscular Atrophy	MESH:D009133		Dietary Fats	3.74		25614714
ZFP93	22755	Muscular Atrophy	MESH:D009133		Clofibrate	3.68		6511338
ZFP94	22756	Muscular Atrophy	MESH:D009133		Dietary Fats	3.39		25614714
ZFP940	233057	Muscular Atrophy	MESH:D009133		Dietary Fats	3.99		25614714
ZFP945	240041	Muscular Atrophy	MESH:D009133		Dietary Fats	3.50		25614714
ZFP971	626848	Muscular Atrophy	MESH:D009133		Dietary Fats	3.65		25614714
ZFPL1	7542	Muscular Atrophy	MESH:D009133		Quercetin	3.26		25614714
ZFPM1	161882	Muscular Atrophy	MESH:D009133		Clofibrate	11.13		6511338
ZFPM1	161882	Muscular Atrophy	MESH:D009133		Cocaine	11.13		15204026
ZFPM1	161882	Muscular Atrophy	MESH:D009133		Dietary Fats	11.13		25614714
ZFPM2	23414	Muscular Atrophy	MESH:D009133		Cocaine	6.69		15204026
ZFPM2	23414	Muscular Atrophy	MESH:D009133		Dietary Fats	6.69		25614714
ZFR	51663	Muscular Atrophy	MESH:D009133		Cisplatin	19.50		24823295
ZFR	51663	Muscular Atrophy	MESH:D009133		Dietary Fats	19.50		25614714
ZFR	51663	Muscular Atrophy	MESH:D009133		Nicotine	19.50		18694773
ZFR	51663	Muscular Atrophy	MESH:D009133		resveratrol	19.50		20861279|21715682|24534773
ZFR	51663	Muscular Atrophy	MESH:D009133		Tubocurarine	19.50		3943663
ZFX	7543	Muscular Atrophy	MESH:D009133		Clofibrate	11.62		6511338
ZFX	7543	Muscular Atrophy	MESH:D009133		irinotecan	11.62		19401694
ZFX	7543	Muscular Atrophy	MESH:D009133		Quercetin	11.62		25614714
ZFY	7544	Muscular Atrophy	MESH:D009133		Chromium	8.62		19071005
ZFY	7544	Muscular Atrophy	MESH:D009133		Vitamin E	8.62		572510
ZFYVE1	53349	Muscular Atrophy	MESH:D009133		Cisplatin	11.87		24823295
ZFYVE1	53349	Muscular Atrophy	MESH:D009133		Dietary Fats	11.87		25614714
ZFYVE1	53349	Muscular Atrophy	MESH:D009133		Quercetin	11.87		25614714
ZFYVE16	9765	Muscular Atrophy	MESH:D009133		Quercetin	6.56		25614714
ZFYVE16	9765	Muscular Atrophy	MESH:D009133		Vincristine	6.56		4290103|4294312|4314181|5813374
ZFYVE19	84936	Muscular Atrophy	MESH:D009133		Quercetin	3.09		25614714
ZFYVE26	23503	Muscular Atrophy	MESH:D009133		Dietary Fats	2.70		25614714
ZFYVE28	57732	Muscular Atrophy	MESH:D009133		Cisplatin	7.52		24823295
ZFYVE28	57732	Muscular Atrophy	MESH:D009133		Dietary Fats	7.52		25614714
ZFYVE9	9372	Muscular Atrophy	MESH:D009133		Cisplatin	8.02		24823295
ZFYVE9	9372	Muscular Atrophy	MESH:D009133		Dietary Fats	8.02		25614714
ZG16	653808	Muscular Atrophy	MESH:D009133		Clofibrate	7.98		6511338
ZG16	653808	Muscular Atrophy	MESH:D009133		Dietary Fats	7.98		25614714
ZG16B	124220	Muscular Atrophy	MESH:D009133		Quercetin	3.35		25614714
ZGRF1	55345	Muscular Atrophy	MESH:D009133		Dietary Fats	7.83		25614714
ZGRF1	55345	Muscular Atrophy	MESH:D009133		Testosterone	7.83		18436443|21094144|21931329
ZHX1	11244	Muscular Atrophy	MESH:D009133		Dietary Fats	2.78		25614714
ZHX2	22882	Muscular Atrophy	MESH:D009133		Cisplatin	10.74		24823295
ZHX2	22882	Muscular Atrophy	MESH:D009133		Quercetin	10.74		25614714
ZHX2	22882	Muscular Atrophy	MESH:D009133		resveratrol	10.74		20861279|21715682|24534773
ZHX3	23051	Muscular Atrophy	MESH:D009133		Clofibrate	11.75		6511338
ZHX3	23051	Muscular Atrophy	MESH:D009133		Cocaine	11.75		15204026
ZHX3	23051	Muscular Atrophy	MESH:D009133		Dexamethasone	11.75		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ZIC1	7545	Muscular Atrophy	MESH:D009133		Cisplatin	10.79		24823295
ZIC1	7545	Muscular Atrophy	MESH:D009133		Dietary Fats	10.79		25614714
ZIC1	7545	Muscular Atrophy	MESH:D009133		Nicotine	10.79		18694773
ZIC2	7546	Muscular Atrophy	MESH:D009133		Cisplatin	6.51		24823295
ZIC2	7546	Muscular Atrophy	MESH:D009133		Quercetin	6.51		25614714
ZIC4	84107	Muscular Atrophy	MESH:D009133		Dexamethasone	7.65		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ZIC4	84107	Muscular Atrophy	MESH:D009133		Testosterone	7.65		18436443|21094144|21931329
ZIC5	85416	Muscular Atrophy	MESH:D009133		Tetracycline	3.63		6213862
ZIM3	114026	Muscular Atrophy	MESH:D009133		Dietary Fats	4.19		25614714
ZKSCAN1	7586	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	11.30		10963110
ZKSCAN1	7586	Muscular Atrophy	MESH:D009133		resveratrol	11.30		20861279|21715682|24534773
ZKSCAN1	7586	Muscular Atrophy	MESH:D009133		Vitamin E	11.30		572510
ZKSCAN17	268417	Muscular Atrophy	MESH:D009133		Clofibrate	3.62		6511338
ZKSCAN2	342357	Muscular Atrophy	MESH:D009133		resveratrol	3.37		20861279|21715682|24534773
ZKSCAN3	80317	Muscular Atrophy	MESH:D009133		resveratrol	3.03		20861279|21715682|24534773
ZKSCAN5	23660	Muscular Atrophy	MESH:D009133		Testosterone	3.20		18436443|21094144|21931329
ZKSCAN6	52712	Muscular Atrophy	MESH:D009133		Clofibrate	3.80		6511338
ZKSCAN8	7745	Muscular Atrophy	MESH:D009133		Cisplatin	2.96		24823295
ZMAT3	64393	Muscular Atrophy	MESH:D009133		Cisplatin	8.79		24823295
ZMAT3	64393	Muscular Atrophy	MESH:D009133		Quercetin	8.79		25614714
ZMAT3	64393	Muscular Atrophy	MESH:D009133		Vincristine	8.79		4290103|4294312|4314181|5813374
ZMAT4	79698	Muscular Atrophy	MESH:D009133		Cisplatin	7.95		24823295
ZMAT4	79698	Muscular Atrophy	MESH:D009133		Dexamethasone	7.95		12135589|12721153|1351811|14518677|14618091|16318624|16967495|17053101|17153611|18436443|18467435|19032942|1947450|19967395|20169591|21094144|24124592|2424746|24550007|4441321
ZMIZ1	57178	Muscular Atrophy	MESH:D009133		Cisplatin	2.43		24823295
ZMIZ1-AS1	283050	Muscular Atrophy	MESH:D009133		Cisplatin	3.60		24823295
ZMIZ2	83637	Muscular Atrophy	MESH:D009133		Vincristine	3.45		4290103|4294312|4314181|5813374
ZMPSTE24	10269	Muscular Atrophy	MESH:D009133		Quercetin	6.77		25614714
ZMPSTE24	10269	Muscular Atrophy	MESH:D009133		resveratrol	6.77		20861279|21715682|24534773
ZMYM1	79830	Muscular Atrophy	MESH:D009133		Cisplatin	3.02		24823295
ZMYM2	7750	Muscular Atrophy	MESH:D009133		Dietary Fats	10.99		25614714
ZMYM2	7750	Muscular Atrophy	MESH:D009133		resveratrol	10.99		20861279|21715682|24534773
ZMYM2	7750	Muscular Atrophy	MESH:D009133		Vitamin E	10.99		572510
ZMYM3	9203	Muscular Atrophy	MESH:D009133		Cisplatin	6.51		24823295
ZMYM3	9203	Muscular Atrophy	MESH:D009133		resveratrol	6.51		20861279|21715682|24534773
ZMYM4	9202	Muscular Atrophy	MESH:D009133		Cisplatin	2.89		24823295
ZMYM5	9205	Muscular Atrophy	MESH:D009133		Cisplatin	2.56		24823295
ZMYM6	9204	Muscular Atrophy	MESH:D009133		Cisplatin	11.90		24823295
ZMYM6	9204	Muscular Atrophy	MESH:D009133		Clofibrate	11.90		6511338
ZMYM6	9204	Muscular Atrophy	MESH:D009133		Quercetin	11.90		25614714
ZMYND10	51364	Muscular Atrophy	MESH:D009133		Amiodarone	3.40		90132
ZMYND11	10771	Muscular Atrophy	MESH:D009133		Dietary Fats	2.71		25614714
ZMYND8	23613	Muscular Atrophy	MESH:D009133		Cisplatin	10.10		24823295
ZMYND8	23613	Muscular Atrophy	MESH:D009133		Nicotine	10.10		18694773
ZMYND8	23613	Muscular Atrophy	MESH:D009133		Vincristine	10.10		4290103|4294312|4314181|5813374
ZNF10	7556	Muscular Atrophy	MESH:D009133		Vitamin E	3.62		572510
ZNF101	94039	Muscular Atrophy	MESH:D009133		Amiodarone	3.56		90132
ZNF107	51427	Muscular Atrophy	MESH:D009133		Cisplatin	2.99		24823295
ZNF112	7771	Muscular Atrophy	MESH:D009133		Quercetin	3.35		25614714
ZNF114	163071	Muscular Atrophy	MESH:D009133		Cisplatin	7.98		24823295
ZNF114	163071	Muscular Atrophy	MESH:D009133		Quercetin	7.98		25614714
ZNF117	51351	Muscular Atrophy	MESH:D009133		Cisplatin	7.43		24823295
ZNF117	51351	Muscular Atrophy	MESH:D009133		Quercetin	7.43		25614714
ZNF12	7559	Muscular Atrophy	MESH:D009133		Vitamin E	3.56		572510
ZNF121	7675	Muscular Atrophy	MESH:D009133		Amiodarone	3.63		90132
ZNF131	7690	Muscular Atrophy	MESH:D009133		Vitamin E	3.51		572510
ZNF135	7694	Muscular Atrophy	MESH:D009133		resveratrol	3.64		20861279|21715682|24534773
ZNF136	7695	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	8.24		10963110
ZNF136	7695	Muscular Atrophy	MESH:D009133		Cisplatin	8.24		24823295
ZNF137P	7696	Muscular Atrophy	MESH:D009133		Quercetin	3.77		25614714
ZNF138	7697	Muscular Atrophy	MESH:D009133		Cisplatin	8.07		24823295
ZNF138	7697	Muscular Atrophy	MESH:D009133		Quercetin	8.07		25614714
ZNF141	7700	Muscular Atrophy	MESH:D009133		Vitamin E	3.71		572510
ZNF143	7702	Muscular Atrophy	MESH:D009133		Cisplatin	2.80		24823295
ZNF146	7705	Muscular Atrophy	MESH:D009133		Air Pollutants, Occupational	7.86		10963110
ZNF146	7705	Muscular Atrophy	MESH:D009133		Nicotine	7.86		18694773
ZNF148	7707	Muscular Atrophy	MESH:D009133		Cisplatin	16.47		24823295
ZNF148	7707	Muscular Atrophy	MESH:D009133		Cocaine	16.47		15204026
ZNF148	7707	Muscular Atrophy	MESH:D009133		resveratrol	16.47		20861279|21715682|24534773
ZNF148	7707	Muscular Atrophy	MESH:D009133		Vitamin E	16.47		572510
ZNF165	7718	Muscular Atrophy	MESH:D009133		Quercetin	7.19		25614714
ZNF165	7718	Muscular Atrophy	MESH:D009133		Testosterone	7.19		18436443|21094144|21931329
ZNF177	7730	Muscular Atrophy	MESH:D009133		Cisplatin	3.12		24823295
ZNF18	7566	Muscular Atrophy	MESH:D009133		Cisplatin	3.25		24823295
ZNF180	7733	Muscular Atrophy	MESH:D009133		Vitamin E	3.59		572510
ZNF184	7738	Muscular Atrophy	MESH:D009133		Quercetin	3.43		25614714
ZNF185	7739	Muscular Atrophy	MESH:D009133		Cisplatin	3.05		24823295
ZNF189	7743	Muscular Atrophy	MESH:D009133		Quercetin	3.20		25614714
ZNF19	7567	Muscular Atrophy	MESH:D009133		Cisplatin	3.30		24823295
ZNF195	7748	Muscular Atrophy	MESH:D009133		Cisplatin	8.11		24823295
ZNF195	7748	Muscular Atrophy	MESH:D009133		Vitamin E	8.11		572510
ZNF197	10168	Muscular Atrophy	MESH:D009133		Amiodarone	8.29		90132
ZNF197	10168	Muscular Atrophy	MESH:D009133		Cisplatin	8.29		24823295
ZNF200	7752	Muscular Atrophy	MESH:D009133		Cisplatin	8.12		24823295
ZNF200	7752	Muscular Atrophy	MESH:D009133		Colchicine	8.12		8234983
ZNF202	7753	Muscular Atrophy	MESH:D009133		Cisplatin	8.79		24823295
ZNF202	7753	Muscular Atrophy	MESH:D009133		Colchicine	8.79		8234983
ZNF205	7755	Muscular Atrophy	MESH:D009133		Amiodarone	3.94		90132
ZNF205-AS1	81854	Muscular Atrophy	MESH:D009133		Cisplatin	3.85		24823295
ZNF207	7756	Muscular Atrophy	MESH:D009133		Cisplatin	11.96		24823295
ZNF207	7756	Muscular Atrophy	MESH:D009133		irinotecan	11.96		19401694
ZNF207	7756	Muscular Atrophy	MESH:D009133		Vincristine	11.96		4290103|4294312|4314181|5813374
ZNF211	10520	Muscular Atrophy	MESH:D009133		Quercetin	3.32		25614714
ZNF212	7988	Muscular Atrophy	MESH:D009133		Vitamin E	3.75		572510
ZNF214	7761	Muscular Atrophy	MESH:D009133		Cisplatin	8.18		24823295
ZNF214	7761	Muscular Atrophy	MESH:D009133		Melphalan	8.18		7802575
ZNF217	7764	Muscular Atrophy	MESH:D009133		Amiodarone	11.79		90132
ZNF217	7764	Muscular Atrophy	MESH:D009133		Quercetin	11.79		25614714
ZNF217	7764	Muscular Atrophy	MESH:D009133		Tetracycline	11.79		6213862
ZNF219	51222	Muscular Atrophy	MESH:D009133		Vitamin E	3.47		572510
ZNF22	7570	Muscular Atrophy	MESH:D009133		Cisplatin	7.80		24823295
ZNF22	7570	Muscular Atrophy	MESH:D009133		Mifepristone	7.80		12721153|2424746
ZNF225	7768	Muscular Atrophy	MESH:D009133		Amiodarone	15.18		90132
ZNF225	7768	Muscular Atrophy	MESH:D009133		Quercetin	15.18		25614714
ZNF225	7768	Muscular Atrophy	MESH:D009133		Vincristine	15.18		4290103|4294312|4314181|5813374
ZNF227	7770	Muscular Atrophy	MESH:D009133		Quercetin	3.39		25614714
